,Unnamed: 0,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
3896,4138,2020-05-03,"@realDonaldTrump Do you still think #BlueLivesMatter, or are they now expendable for your crusade?
You have created a #plague of ignorance, desease and self-destruction.
https://t.co/gT0ZSNmpnj",still think expendable crusade created ignorance desease selfdestruction ,1,en,"['still', 'think', 'expendable', 'crusade', 'created', 'ignorance', 'desease', 'selfdestruction']","[('still', 'RB'), ('think', 'VBP'), ('expendable', 'JJ'), ('crusade', 'NN'), ('created', 'VBD'), ('ignorance', 'NN'), ('desease', 'NN'), ('selfdestruction', 'NN')]", still think expendable crusade create ignorance desease selfdestruction,0.49426073
3897,4139,2020-05-03,"Where is the pellet guns, armored cars, mace and tear gas? They use all of those things when black people want to protest. #BlueLivesMatter

https://t.co/RII4AAMiv1",pellet guns armored cars mace tear gas use things black people want protest ,1,en,"['pellet', 'guns', 'armored', 'cars', 'mace', 'tear', 'gas', 'use', 'things', 'black', 'people', 'want', 'protest']","[('pellet', 'NN'), ('guns', 'NNS'), ('armored', 'VBD'), ('cars', 'NNS'), ('mace', 'VBP'), ('tear', 'IN'), ('gas', 'NN'), ('use', 'NN'), ('things', 'NNS'), ('black', 'JJ'), ('people', 'NNS'), ('want', 'VBP'), ('protest', 'NN')]", pellet gun armor car mace tear gas use thing black people want protest,0.6456664
3898,4140,2020-05-03,@LeeBrewer2NA Haha hilarious! is this the so called #BlueLivesMatter movement??,haha hilarious called movement ,1,en,"['haha', 'hilarious', 'called', 'movement']","[('haha', 'NN'), ('hilarious', 'JJ'), ('called', 'VBD'), ('movement', 'NN')]", haha hilarious call movement,0.16298196
3899,4142,2020-05-03,#BlueLivesMatter was never about protecting police. https://t.co/YrkzvHFr3C,never protecting police ,1,en,"['never', 'protecting', 'police']","[('never', 'RB'), ('protecting', 'VBG'), ('police', 'NN')]", never protect police,0.2283185
3900,4143,2020-05-03,"🌸“#Yoga exists in the world because everything is linked”💗

🌺~Pls RT~🦋

#NationalTrumpTwitterBlackout #Killmonger #AMJoy #BlueLivesMatter #ToddBridges #Nintendo64 #Bye 
#Macuto #FinalSeason #Reverol #TXT_Starboard @VuzeCamera @ryan_a_bell 

Click on👇https://t.co/wWkez2qqQ6",“ exists world everything linked” pls rt click ,1,en,"['exists', 'world', 'everything', 'linked', 'pls', 'click']","[('exists', 'NNS'), ('world', 'NN'), ('everything', 'NN'), ('linked', 'VBD'), ('pls', 'JJ'), ('click', 'NN')]", exists world everything link pls click,0.09499195
3901,4144,2020-05-03,I guess #BlueLivesMatter only matter when that phrase is used as a weapon against African Americans &amp; others rightly challenging police brutality https://t.co/lSeHHUVCOl,guess matter phrase used weapon african americans amp others rightly challenging police brutality ,1,en,"['guess', 'matter', 'phrase', 'used', 'weapon', 'african', 'americans', 'amp', 'others', 'rightly', 'challenging', 'police', 'brutality']","[('guess', 'JJ'), ('matter', 'NN'), ('phrase', 'NN'), ('used', 'VBN'), ('weapon', 'IN'), ('african', 'JJ'), ('americans', 'NNS'), ('amp', 'VBP'), ('others', 'NNS'), ('rightly', 'RB'), ('challenging', 'VBG'), ('police', 'NNS'), ('brutality', 'NN')]", guess matter phrase use weapon african american amp others rightly challenge police brutality,0.5876557
3902,4146,2020-05-03,@realDonaldTruz @Sixelz @solepore @ubinow1 @YahooFinance Table this MAGAT with you. He definitely hates it here. #BlueLivesMatter https://t.co/ZiQgfChI1V,table magat definitely hates ,1,en,"['table', 'magat', 'definitely', 'hates']","[('table', 'JJ'), ('magat', 'NN'), ('definitely', 'RB'), ('hates', 'VBZ')]", table magat definitely hat,0.40313983
3903,4147,2020-05-03,#BlueLivesMatter only if they are locking up POC.,locking poc ,1,en,"['locking', 'poc']","[('locking', 'VBG'), ('poc', 'NN')]", lock poc,100.0
3904,4149,2020-05-03,What happened to #BackTheBlue and #BlueLivesMatter 🤔 https://t.co/Apd6Flf8QB,happened ,1,en,['happened'],"[('happened', 'VBD')]", happen,0.03771125
3905,4150,2020-05-03,#BlueLivesMatter and #AllLivesMatter are definitely MIA https://t.co/R7QjyAZofK,definitely mia ,1,en,"['definitely', 'mia']","[('definitely', 'RB'), ('mia', 'NN')]", definitely mia,0.05611521
3906,4151,2020-05-03,@ReliableSources @Olivianuzzi @RyanLizza @biblauer @JenniferNuzzo @KathViner @jaketapper @brianstelter @CNN #WorldPressFreedomDay Let’s talk about what we are not talking about and who makes those decisions. #BlueLivesMatter https://t.co/QLfyCLy8pt,let’s talk talking makes decisions ,1,en,"['let', 'talk', 'talking', 'makes', 'decisions']","[('let', 'VB'), ('talk', 'NN'), ('talking', 'VBG'), ('makes', 'VBZ'), ('decisions', 'NNS')]", let talk talk make decision,0.104849175
3907,4152,2020-05-03,"If this was let's say me, Kisha, Earlisha, Laquetta, Lamar, and any other ""sha's"" their reaction would be just a ""little"" different. #BlueLivesMatter #BlueMAGA
Quote Tweet https://t.co/DEmOrpvrsM",lets say kisha earlisha laquetta lamar shas reaction would little different quote tweet ,1,en,"['lets', 'say', 'kisha', 'earlisha', 'laquetta', 'lamar', 'shas', 'reaction', 'would', 'little', 'different', 'quote', 'tweet']","[('lets', 'NNS'), ('say', 'VBP'), ('kisha', 'VB'), ('earlisha', 'JJ'), ('laquetta', 'NN'), ('lamar', 'NN'), ('shas', 'JJ'), ('reaction', 'NN'), ('would', 'MD'), ('little', 'VB'), ('different', 'JJ'), ('quote', 'NN'), ('tweet', 'NN')]", let say kisha earlisha laquetta lamar shas reaction would little different quote tweet,0.09398423
3908,4154,2020-05-03,#BlueLivesMatter  Review the video and charge these domestic terrorists with assault of a police officer. https://t.co/DdrRm9KGFQ,review video charge domestic terrorists assault police officer ,1,en,"['review', 'video', 'charge', 'domestic', 'terrorists', 'assault', 'police', 'officer']","[('review', 'NN'), ('video', 'NN'), ('charge', 'NN'), ('domestic', 'JJ'), ('terrorists', 'NNS'), ('assault', 'VBP'), ('police', 'JJ'), ('officer', 'NN')]", review video charge domestic terrorist assault police officer,0.40328002
3909,4155,2020-05-03,#BlueLivesMatter sometimes not worth fighting and supporting for when they created other messes that result in every community being angry with them.,sometimes worth fighting supporting created messes result every community angry ,1,en,"['sometimes', 'worth', 'fighting', 'supporting', 'created', 'messes', 'result', 'every', 'community', 'angry']","[('sometimes', 'RB'), ('worth', 'JJ'), ('fighting', 'VBG'), ('supporting', 'VBG'), ('created', 'VBN'), ('messes', 'NNS'), ('result', 'VBP'), ('every', 'DT'), ('community', 'NN'), ('angry', 'JJ')]", sometimes worth fight support create mess result every community angry,0.14556363
3910,4156,2020-05-03,All of a sudden #trumptards believe in “my body my choice” and forgot about #BlueLivesMatter . The hypocrisy and doble standards. #trump #maga #MichiganProtesters #michiganTerrorist #COVIDIOTS #LOCKDOWN #SocialDistance #Qanon are brain dead maggots. #WW1WGA #whiteprivilege https://t.co/Rv63LPwvAR,sudden believe “my body choice” forgot hypocrisy doble standards brain dead maggots ,1,en,"['sudden', 'believe', 'body', 'choice', 'forgot', 'hypocrisy', 'doble', 'standards', 'brain', 'dead', 'maggots']","[('sudden', 'JJ'), ('believe', 'VBP'), ('body', 'NN'), ('choice', 'NN'), ('forgot', 'VBD'), ('hypocrisy', 'RBR'), ('doble', 'JJ'), ('standards', 'NNS'), ('brain', 'NN'), ('dead', 'JJ'), ('maggots', 'NNS')]", sudden believe body choice forget hypocrisy doble standard brain dead maggot,0.85510916
3911,4157,2020-05-03,This country is so messed up. #BlueLivesMatter https://t.co/NuhrDDToYC,country messed ,1,en,"['country', 'messed']","[('country', 'NN'), ('messed', 'VBD')]", country mess,0.22168355
3912,4158,2020-05-03,. #BlueLivesMatter ? Spitting in their face isn’t the best way to protect them. https://t.co/007uSIMoDM,spitting face isn’t best way protect ,1,en,"['spitting', 'face', 'best', 'way', 'protect']","[('spitting', 'VBG'), ('face', 'NN'), ('best', 'JJS'), ('way', 'NN'), ('protect', 'NN')]", spit face best way protect,0.5614909
3913,4159,2020-05-03,@agavedelacalle Maybe none of those protesters are carrying skittles? 🤔 #BlueLivesMatter #BetsyDeVos,maybe none protesters carrying skittles ,1,en,"['maybe', 'none', 'protesters', 'carrying', 'skittles']","[('maybe', 'RB'), ('none', 'NN'), ('protesters', 'NNS'), ('carrying', 'VBG'), ('skittles', 'NNS')]", maybe none protester carry skittle,0.120408
3914,4160,2020-05-03,It seems #BlueLivesMatter only when they are out there killing black people. 🤦🏻‍♂️ https://t.co/eF6QSkud0e,seems killing black people ,1,en,"['seems', 'killing', 'black', 'people']","[('seems', 'VBZ'), ('killing', 'VBG'), ('black', 'JJ'), ('people', 'NNS')]", seem kill black people,0.8606264
3915,4161,2020-05-03,Ctfuuuu #BlueLivesMatter is trending and I've been confused for years about wtf is a blue life?? I never met a blue person in my life🤔clearly blue lives can't possibly matter because they don't fuckin exist but you know whatever,ctfuuuu trending ive confused years wtf blue life never met blue person lifeclearly blue lives cant possibly matter dont fuckin exist know whatever ,1,en,"['ctfuuuu', 'trending', 'ive', 'confused', 'years', 'wtf', 'blue', 'life', 'never', 'met', 'blue', 'person', 'lifeclearly', 'blue', 'lives', 'cant', 'possibly', 'matter', 'dont', 'fuckin', 'exist', 'know', 'whatever']","[('ctfuuuu', 'NN'), ('trending', 'VBG'), ('ive', 'JJ'), ('confused', 'JJ'), ('years', 'NNS'), ('wtf', 'VBP'), ('blue', 'JJ'), ('life', 'NN'), ('never', 'RB'), ('met', 'VBD'), ('blue', 'JJ'), ('person', 'NN'), ('lifeclearly', 'JJ'), ('blue', 'NN'), ('lives', 'VBZ'), ('cant', 'JJ'), ('possibly', 'RB'), ('matter', 'RBR'), ('dont', 'JJ'), ('fuckin', 'JJ'), ('exist', 'NN'), ('know', 'VBP'), ('whatever', 'WDT')]", ctfuuuu trend ive confused year wtf blue life never meet blue person lifeclearly blue live cant possibly matter dont fuckin exist know whatever,0.8355208
3916,4162,2020-05-03,"This is not peacefully protesting, Kaepernick peacefully protested

Everyone protesting should be forced to sign a disclosure saying that they won’t ever be treated for covid if they get it

#BlueLivesMatter convenient when it fits their agenda 

https://t.co/bcicbUeKET",peacefully protesting kaepernick peacefully protested everyone protesting forced sign disclosure saying won’t ever treated covid get convenient fits agenda ,1,en,"['peacefully', 'protesting', 'kaepernick', 'peacefully', 'protested', 'everyone', 'protesting', 'forced', 'sign', 'disclosure', 'saying', 'ever', 'treated', 'covid', 'get', 'convenient', 'fits', 'agenda']","[('peacefully', 'RB'), ('protesting', 'VBG'), ('kaepernick', 'VB'), ('peacefully', 'RB'), ('protested', 'VBN'), ('everyone', 'NN'), ('protesting', 'VBG'), ('forced', 'VBN'), ('sign', 'JJ'), ('disclosure', 'NN'), ('saying', 'VBG'), ('ever', 'RB'), ('treated', 'VBN'), ('covid', 'NN'), ('get', 'VB'), ('convenient', 'JJ'), ('fits', 'NNS'), ('agenda', 'NN')]", peacefully protest kaepernick peacefully protest everyone protest force sign disclosure say ever treat covid get convenient fit agenda,0.08139207
3917,4163,2020-05-03,i love that #bluelivesmatter is trending rn.,love trending rn ,1,en,"['love', 'trending']","[('love', 'NN'), ('trending', 'NN')]", love trending,0.067514285
3918,4164,2020-05-03,#BlueLivesMatter for some was always just slang for #blacklivesdont.,always slang ,1,en,"['always', 'slang']","[('always', 'RB'), ('slang', 'NN')]", always slang,0.092106186
3919,4165,2020-05-03,"....and #BlueLivesMatter in #Georgia despite Governor #BrianKemp opening up prematurely on April 24. 

#pandemic #Covid_19 #covid19Georgia #Covid_19GA #politics #demographics https://t.co/yKRamXil1S",despite governor opening prematurely april ,1,en,"['despite', 'governor', 'opening', 'prematurely', 'april']","[('despite', 'IN'), ('governor', 'NNS'), ('opening', 'VBG'), ('prematurely', 'RB'), ('april', 'NN')]", despite governor open prematurely april,0.123282686
3920,4166,2020-05-03,#BlueLivesMatter in the #USA even during a #pandemic... https://t.co/vIMnVilH7R,even ,1,en,['even'],"[('even', 'RB')]", even,0.040239684
3921,4167,2020-05-03,#BlueLivesMatter is back &amp; trending? A great time to repost this handy reminder... https://t.co/eSPPsDMjAE,back amp trending great time repost handy reminder ,1,en,"['back', 'amp', 'trending', 'great', 'time', 'repost', 'handy', 'reminder']","[('back', 'RB'), ('amp', 'JJ'), ('trending', 'VBG'), ('great', 'JJ'), ('time', 'NN'), ('repost', 'NN'), ('handy', 'JJ'), ('reminder', 'NN')]", back amp trend great time repost handy reminder,0.1204648
3922,4168,2020-05-03,@timjacobwise Kinda seems that way. Who would have thought? #BlueLivesMatter #Hypocrites #Hypocrisy #GOPCOVIDiots #GOP #CaliforniaProtest #ReOpenOregon,kinda seems way would thought ,1,en,"['kinda', 'seems', 'way', 'would', 'thought']","[('kinda', 'NN'), ('seems', 'VBZ'), ('way', 'NN'), ('would', 'MD'), ('thought', 'VB')]", kinda seem way would think,0.052338265
3923,4169,2020-05-03,#BlueLivesMatter trending has me CACKLING rn. They only want police to exist to control and punish minorites but for them they want absolute freedom to run amuck I can not with the hypocrisy https://t.co/1F8jsViN9g,trending cackling rn want police exist control punish minorites want absolute freedom run amuck hypocrisy ,1,en,"['trending', 'cackling', 'want', 'police', 'exist', 'control', 'punish', 'minorites', 'want', 'absolute', 'freedom', 'run', 'amuck', 'hypocrisy']","[('trending', 'VBG'), ('cackling', 'VBG'), ('want', 'JJ'), ('police', 'NNS'), ('exist', 'VBP'), ('control', 'NN'), ('punish', 'JJ'), ('minorites', 'NNS'), ('want', 'VBP'), ('absolute', 'NN'), ('freedom', 'NN'), ('run', 'VB'), ('amuck', 'RB'), ('hypocrisy', 'NN')]", trend cackle want police exist control punish minorites want absolute freedom run amuck hypocrisy,0.6312978
3924,4170,2020-05-03,"The left proves once again that it does not understand what Blue Lives Matter means.

It means don't kill them. It means don't throw rocks and bottles at them. It means don't dump water on them. It doesn't mean submit to unwarranted usurpation of your rights.

#BlueLivesMatter",left proves understand blue lives matter means means dont kill means dont throw rocks bottles means dont dump water doesnt mean submit unwarranted usurpation rights ,1,en,"['left', 'proves', 'understand', 'blue', 'lives', 'matter', 'means', 'means', 'dont', 'kill', 'means', 'dont', 'throw', 'rocks', 'bottles', 'means', 'dont', 'dump', 'water', 'doesnt', 'mean', 'submit', 'unwarranted', 'usurpation', 'rights']","[('left', 'JJ'), ('proves', 'VBZ'), ('understand', 'JJ'), ('blue', 'NN'), ('lives', 'VBZ'), ('matter', 'NN'), ('means', 'NNS'), ('means', 'VBZ'), ('dont', 'JJ'), ('kill', 'NN'), ('means', 'VBZ'), ('dont', 'JJ'), ('throw', 'NN'), ('rocks', 'NNS'), ('bottles', 'NNS'), ('means', 'VBZ'), ('dont', 'JJ'), ('dump', 'NN'), ('water', 'NN'), ('doesnt', 'JJ'), ('mean', 'JJ'), ('submit', 'NN'), ('unwarranted', 'JJ'), ('usurpation', 'NN'), ('rights', 'NNS')]", left prove understand blue live matter mean mean dont kill mean dont throw rock bottle mean dont dump water doesnt mean submit unwarranted usurpation right,0.31089434
3925,4171,2020-05-03,"Conservatives can’t have it both ways. It can’t be all #BlueLivesMatter when we see videos of black people disrespecting law enforcement and look the other way when it comes to us protesting for our rights.

https://t.co/k075hiBXy9",conservatives can’t ways can’t see videos black people disrespecting law enforcement look way comes us protesting rights ,1,en,"['conservatives', 'ways', 'see', 'videos', 'black', 'people', 'disrespecting', 'law', 'enforcement', 'look', 'way', 'comes', 'protesting', 'rights']","[('conservatives', 'NNS'), ('ways', 'NNS'), ('see', 'VBP'), ('videos', 'JJ'), ('black', 'JJ'), ('people', 'NNS'), ('disrespecting', 'VBG'), ('law', 'NN'), ('enforcement', 'NN'), ('look', 'VB'), ('way', 'NN'), ('comes', 'VBZ'), ('protesting', 'VBG'), ('rights', 'NNS')]", conservative way see videos black people disrespect law enforcement look way come protest right,0.7698934
3926,4172,2020-05-03,"With blue lives matter trending, this is a good opportunity to raise awareness about Smurf AIDS. Which kills Smurf’s in just a few short years and is spreading at an alarming rate. Please protect the Smurfs, they are the weakest among us. 
#BlueLivesMatter",blue lives matter trending good opportunity raise awareness smurf aids kills smurf’s short years spreading alarming rate please protect smurfs weakest among us ,1,en,"['blue', 'lives', 'matter', 'trending', 'good', 'opportunity', 'raise', 'awareness', 'smurf', 'aids', 'kills', 'smurf', 'short', 'years', 'spreading', 'alarming', 'rate', 'please', 'protect', 'smurfs', 'weakest', 'among']","[('blue', 'JJ'), ('lives', 'VBZ'), ('matter', 'NN'), ('trending', 'VBG'), ('good', 'JJ'), ('opportunity', 'NN'), ('raise', 'NN'), ('awareness', 'NN'), ('smurf', 'JJ'), ('aids', 'NNS'), ('kills', 'NNS'), ('smurf', 'VBP'), ('short', 'JJ'), ('years', 'NNS'), ('spreading', 'VBG'), ('alarming', 'VBG'), ('rate', 'NN'), ('please', 'NN'), ('protect', 'VBP'), ('smurfs', 'JJ'), ('weakest', 'JJS'), ('among', 'IN')]", blue live matter trend good opportunity raise awareness smurf aid kill smurf short year spread alarm rate please protect smurfs weak among,0.27466613
3927,4173,2020-05-03,#BlueLivesMatter a meme thread https://t.co/EBO1NCS14g,meme thread ,1,en,"['meme', 'thread']","[('meme', 'NN'), ('thread', 'NN')]", meme thread,0.10834627
3929,4175,2020-05-03,"@IngrahamAngle So #BlueLivesMatter and you are in favor of the police doing their job, or no?",favor police job ,1,en,"['favor', 'police', 'job']","[('favor', 'NN'), ('police', 'NNS'), ('job', 'NN')]", favor police job,0.48868203
3930,4176,2020-05-03,"Mother's day t-shirts
https://t.co/fwuw0xNafq

#GoJoe #sundayvibes #SundayMorning #WorldPressFreedomDay #BlueLivesMatter #Kudlow #Killmonger #Plague #ToddBridges #Macuto #LittleHouse #GoodSunday #Bye #Bounty #Nintendo64 #mothersday2020 #mother",mothers day tshirts ,1,en,"['mothers', 'day', 'tshirts']","[('mothers', 'NNS'), ('day', 'NN'), ('tshirts', 'NNS')]", mother day tshirts,0.12356876
3931,4177,2020-05-03,"bu bu but ... I thought #BlueLivesMatter 
@bluelivesmtr speak on it

@uk_pelican
@NW_StayDet
@Road25th
@VigorLynx
@DarrylMeadowsLP
@CJTS7006
@LqLana
@vir_geaux
@MrChasebooth
@lntersectional1
@Bdwal359
@MemphisQuinn
@DAJustAsking
@chelle8868
@tariqnasheed 
@FirstThemNEWS https://t.co/tVhau1gHFB",bu bu thought speak ,1,en,"['thought', 'speak']","[('thought', 'VBN'), ('speak', 'NN')]", think speak,0.17482224
3932,4178,2020-05-03,Then whites in civil unrest amongst them selves and blacks people watching it from the side ? I love it . #BlueLivesMatter https://t.co/xaiBdlpQiR,whites civil unrest amongst selves blacks people watching side love ,1,en,"['whites', 'civil', 'unrest', 'amongst', 'selves', 'blacks', 'people', 'watching', 'side', 'love']","[('whites', 'NNS'), ('civil', 'JJ'), ('unrest', 'JJS'), ('amongst', 'NN'), ('selves', 'VBZ'), ('blacks', 'NNS'), ('people', 'NNS'), ('watching', 'VBG'), ('side', 'NN'), ('love', 'NN')]", white civil unrest amongst selves black people watch side love,0.713968
3933,4179,2020-05-03,"@mmpadellan #BlueLivesMatter until Karen needs a hair cut

😡 #TamirRice #WalterScott #EricGarner #FreddieGray #MichaelBrown #OscarGrant 
#GreggGunn #MaliceWayneGreen #AmadouDiallo #SeanBell #KellyThomas #MichaelBrown #LaquanMcDonald #PhilandoCastile #TerenceCrutcher #AntwonRose #OsheaTerry",karen needs hair cut ,1,en,"['karen', 'needs', 'hair', 'cut']","[('karen', 'NNS'), ('needs', 'VBZ'), ('hair', 'NN'), ('cut', 'NN')]", karen need hair cut,0.14239556
3934,4180,2020-05-03,"@SFPD so called ""EXECUTIVES"" #STANDUP for your #cops instead of feeding into such nonsense! #spineless #BlueLivesMatter
@foxandfriends @FoxFriendsFirst
@ffweekend @foxheadlines
@HARRISFAULKNER
@Varneyco @realDonaldTrump
@VP @chazzpalminteri
@JoePiscopoShow
https://t.co/brweaW0uAx",called executives instead feeding nonsense ,1,en,"['called', 'executives', 'instead', 'feeding', 'nonsense']","[('called', 'VBN'), ('executives', 'NNS'), ('instead', 'RB'), ('feeding', 'VBG'), ('nonsense', 'NN')]", call executive instead feed nonsense,0.46895
3935,4181,2020-05-03,UPDATE: Turley: Democrats Want China’s Restrictions on Free Speech https://t.co/PCSFYzUmRf #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update turley democrats want china’s restrictions free speech ,1,en,"['update', 'turley', 'democrats', 'want', 'china', 'restrictions', 'free', 'speech']","[('update', 'JJ'), ('turley', 'NN'), ('democrats', 'NNS'), ('want', 'VBP'), ('china', 'NN'), ('restrictions', 'NNS'), ('free', 'JJ'), ('speech', 'NN')]", update turley democrat want china restriction free speech,0.24176908
3936,4182,2020-05-03,UPDATE: Warren Buffett: ‘American magic’ will spur US economic recovery – Breitbart https://t.co/cUK1zqzf23 #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update warren buffett ‘american magic’ spur us economic recovery – breitbart ,1,en,"['update', 'warren', 'buffett', 'american', 'magic', 'spur', 'economic', 'recovery', 'breitbart']","[('update', 'JJ'), ('warren', 'NNS'), ('buffett', 'JJ'), ('american', 'JJ'), ('magic', 'NN'), ('spur', 'VB'), ('economic', 'JJ'), ('recovery', 'NN'), ('breitbart', 'NN')]", update warren buffett american magic spur economic recovery breitbart,0.1022798
3937,4183,2020-05-03,UPDATE: Schweizer: Joe Biden ‘Absolutely’ Should Release ‘The Biden Papers’ https://t.co/yI8ePdrSLu #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update schweizer joe biden ‘absolutely’ release ‘the biden papers’ ,1,en,"['update', 'schweizer', 'joe', 'biden', 'absolutely', 'release', 'biden', 'papers']","[('update', 'JJ'), ('schweizer', 'NN'), ('joe', 'NN'), ('biden', 'NN'), ('absolutely', 'RB'), ('release', 'VB'), ('biden', 'JJ'), ('papers', 'NNS')]", update schweizer joe biden absolutely release biden paper,0.057800002
3938,4184,2020-05-03,UPDATE: Oh My!: George Takei Says He’s Spreading Coronavirus Lie in ‘Breitbart Chats’ https://t.co/33vLwwtAFZ #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update oh george takei says he’s spreading coronavirus lie ‘breitbart chats’ ,1,en,"['update', 'george', 'takei', 'says', 'spreading', 'coronavirus', 'lie', 'breitbart', 'chats']","[('update', 'JJ'), ('george', 'NN'), ('takei', 'NN'), ('says', 'VBZ'), ('spreading', 'VBG'), ('coronavirus', 'NN'), ('lie', 'FW'), ('breitbart', 'NN'), ('chats', 'NNS')]", update george takei say spread coronavirus lie breitbart chat,0.31089434
3939,4185,2020-05-03,"@MollyJongFast It only applies to, you know, those OTHERS. Just think if this was a bunch of brown people with guns fighting with the police outside a government building. Trump would have sent in the army (even though legally he can't do that, he would). He's be yelling #BlueLivesMatter",applies know others think bunch brown people guns fighting police outside government building trump would sent army even though legally cant would hes yelling ,1,en,"['applies', 'know', 'others', 'think', 'bunch', 'brown', 'people', 'guns', 'fighting', 'police', 'outside', 'government', 'building', 'trump', 'would', 'sent', 'army', 'even', 'though', 'legally', 'cant', 'would', 'hes', 'yelling']","[('applies', 'NNS'), ('know', 'VBP'), ('others', 'NNS'), ('think', 'VBP'), ('bunch', 'JJ'), ('brown', 'JJ'), ('people', 'NNS'), ('guns', 'VBP'), ('fighting', 'VBG'), ('police', 'NNS'), ('outside', 'JJ'), ('government', 'NN'), ('building', 'NN'), ('trump', 'NN'), ('would', 'MD'), ('sent', 'VB'), ('army', 'NN'), ('even', 'RB'), ('though', 'IN'), ('legally', 'RB'), ('cant', 'JJ'), ('would', 'MD'), ('hes', 'VB'), ('yelling', 'VBG')]", applies know others think bunch brown people gun fight police outside government building trump would send army even though legally cant would hes yell,0.3542191
3940,4186,2020-05-03,"@bryanbehar I've watched these ""protests"" it doesn't look like #BlueLivesMatter to these white protestors",ive watched protests doesnt look like white protestors ,1,en,"['ive', 'watched', 'protests', 'doesnt', 'look', 'like', 'white', 'protestors']","[('ive', 'JJ'), ('watched', 'VBD'), ('protests', 'NNS'), ('doesnt', 'VBP'), ('look', 'VBP'), ('like', 'IN'), ('white', 'JJ'), ('protestors', 'NNS')]", ive watch protest doesnt look like white protestors,0.2800755
3941,4187,2020-05-03,@gop #BlueLivesMatter crowd. https://t.co/RRxaQoIEEt,crowd ,1,en,['crowd'],"[('crowd', 'NN')]", crowd,0.07321831
3942,4188,2020-05-03,"@SanaSaeed Funny, isn’t it. Why aren’t these idiots in jail? #BlueLivesMatter",funny isn’t aren’t idiots jail ,1,en,"['funny', 'idiots', 'jail']","[('funny', 'JJ'), ('idiots', 'NNS'), ('jail', 'NN')]", funny idiot jail,0.6572416
3943,4189,2020-05-03,Where’s the #BlueLivesMatter outrage? Fake ass patriots! https://t.co/p1LbBMwR3X,where’s outrage fake ass patriots ,1,en,"['outrage', 'fake', 'ass', 'patriots']","[('outrage', 'NN'), ('fake', 'JJ'), ('ass', 'NN'), ('patriots', 'NNS')]", outrage fake as patriot,0.905117
3944,4190,2020-05-03,I thought #BlueLivesMatter? https://t.co/hL637XAM7Q,thought ,1,en,['thought'],"[('thought', 'NN')]", thought,0.028372223
3945,4191,2020-05-03,"Say what you want about #BlueLivesMatter ,but I think it kinda stupid &amp; redundant because #AllLivesMatter by the end of the day  regardless of what you believe in.",say want think kinda stupid amp redundant end day regardless believe ,1,en,"['say', 'want', 'think', 'kinda', 'stupid', 'amp', 'redundant', 'end', 'day', 'regardless', 'believe']","[('say', 'VBP'), ('want', 'VBP'), ('think', 'VBP'), ('kinda', 'VB'), ('stupid', 'JJ'), ('amp', 'NN'), ('redundant', 'JJ'), ('end', 'NN'), ('day', 'NN'), ('regardless', 'VB'), ('believe', 'NN')]", say want think kinda stupid amp redundant end day regardless believe,0.74439675
3946,4192,2020-05-03,"12 Best Free Instagram Followers Apps for Android and iPhone in 2020
https://t.co/oZjj8G3OX1
#GoJoe #sundayvibes #WorldPressFreedomDay #NationalTrumpTwitterBlackout #Killmonger #AMJoy #BlueLivesMatter #GoJoe #day38oflockdown #GoodSunday #CoronaWarriors #Macuto https://t.co/yH3kpV7qiB",best free instagram followers apps android iphone ,1,en,"['best', 'free', 'instagram', 'followers', 'apps', 'android', 'iphone']","[('best', 'JJS'), ('free', 'JJ'), ('instagram', 'NN'), ('followers', 'NNS'), ('apps', 'VBP'), ('android', 'JJ'), ('iphone', 'NN')]", best free instagram follower apps android iphone,0.053190116
3947,4193,2020-05-03,"@AngrierWHStaff #BlueLivesMatter until Karen needs a hair cut 🤦‍♀️ 
#Noonematters 

😡 #TamirRice #WalterScott #EricGarner #FreddieGray #MichaelBrown #OscarGrant 
#GreggGunn #MaliceWayneGreen #AmadouDiallo #SeanBell #KellyThomas #MichaelBrown #LaquanMcDonald #PhilandoCastile #TerenceCrutcher",karen needs hair cut ,1,en,"['karen', 'needs', 'hair', 'cut']","[('karen', 'NNS'), ('needs', 'VBZ'), ('hair', 'NN'), ('cut', 'NN')]", karen need hair cut,0.1423956
3948,4194,2020-05-03,"#BlueLivesMatter folks arent so keen on obeying authority now, how ironic https://t.co/ZH8jWKV5Kl",folks arent keen obeying authority ironic ,1,en,"['folks', 'arent', 'keen', 'obeying', 'authority', 'ironic']","[('folks', 'NNS'), ('arent', 'VBP'), ('keen', 'JJ'), ('obeying', 'VBG'), ('authority', 'NN'), ('ironic', 'NN')]", folk arent keen obey authority ironic,0.241775
3949,4195,2020-05-03,Hey #MAGA patriots #BlueLivesMatter too. #fakePatriots #AmericanTerrorist https://t.co/tGscXGy1HL,hey patriots ,1,en,"['hey', 'patriots']","[('hey', 'NN'), ('patriots', 'NNS')]", hey patriot,0.06413037
